상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0101202406A0485905,세븐일레븐여의금강점,,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100140035,1,대지,14.0,35.0,서울특별시 영등포구 여의도동 14-35,115604154090,서울특별시 영등포구 국회대로70길,22.0,,1156011000100140035031116,금강빌딩,서울특별시 영등포구 국회대로70길 22,150871,7237,,,,126.920626038273,37.5286061195868
MA0101202406A0138825,지에스25독산우림점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100106800000,1,대지,680.0,,서울특별시 금천구 가산동 680,115453117001,서울특별시 금천구 가산디지털1로,2.0,,1154510100106800000017062,우림라이온스밸리2차,서울특별시 금천구 가산디지털1로 2,153776,8591,,1,,126.888000340372,37.4668337430241
MA0101202406A0560026,씨유퍼블릭가산,2호점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600026,1,대지,60.0,26.0,서울특별시 금천구 가산동 60-26,115453000026,서울특별시 금천구 디지털로,178.0,,1154510100100600026014771,현대지식산업센터,서울특별시 금천구 디지털로 178,153801,8513,,,,126.887081184211,37.4766989275967
MA0101202409A0096183,세븐일레븐여의,IFC점,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100240000,1,대지,24.0,,서울특별시 영등포구 여의도동 24,115604154064,서울특별시 영등포구 국제금융로2길,7.0,,1156011000100240000031230,한주빌딩,서울특별시 영등포구 국제금융로2길 7,150877,7327,,1,,126.926829582302,37.5246457177567
MA0101202409A0091384,세븐가산대륭점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103270032,1,대지,327.0,32.0,서울특별시 금천구 가산동 327-32,115453117002,서울특별시 금천구 가산디지털2로,14.0,,1154510100103270033000001,대륭테크노타운12차,서울특별시 금천구 가산디지털2로 14,153778,8592,,,,126.884254346004,37.4696773263929
MA0101202409A0093171,이마트24여의도SK점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100450001,1,대지,45.0,1.0,서울특별시 영등포구 여의도동 45-1,115604154067,서울특별시 영등포구 국제금융로8길,31.0,,1156011000100450001037298,SK증권빌딩,서울특별시 영등포구 국제금융로8길 31,150994,7332,,1,,126.928067360739,37.5197540342908
MA0101202409A0114293,씨유금천G밸리어반점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105350007,1,대지,535.0,7.0,서울특별시 금천구 가산동 535-7,115454151238,서울특별시 금천구 서부샛길,714.0,,1154510100105350007015819,G밸리하우스디어반,서울특별시 금천구 서부샛길 714,153803,8500,,,,126.875074069189,37.4839309517622
MA0101202411A0141977,더까까주까프렌즈,가산점,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101500002,1,대지,150.0,2.0,서울특별시 금천구 가산동 150-2,115454151284,서울특별시 금천구 시흥대로153길,99.0,,1154510100101500002016986,신평대일타운,서울특별시 금천구 시흥대로153길 99,153801,8532,,1,,126.893368308868,37.4757857391378
MA0101202411A0025996,지에스25여의순복음점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100130005,1,대지,13.0,5.0,서울특별시 영등포구 여의도동 13-5,115604154094,서울특별시 영등포구 국회대로76길,18.0,,1156011000100130005031095,오성빌딩,서울특별시 영등포구 국회대로76길 18,150870,7238,,1,,126.922231100603,37.5299767095875
MA0101202411A0031843,지에스25가산태세라점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450025,1,대지,345.0,25.0,서울특별시 금천구 가산동 345-25,115453117002,서울특별시 금천구 가산디지털2로,46.0,,1154510100103450025015263,에이스태세라타워,서울특별시 금천구 가산디지털2로 46,153802,8589,,1,,126.882712179401,37.4727302297602
MA0101202411A0131853,씨유가산아스크점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600009,1,대지,60.0,9.0,서울특별시 금천구 가산동 60-9,115454151192,서울특별시 금천구 디지털로10길,37.0,,1154510100100600009015747,가산아스크타워,서울특별시 금천구 디지털로10길 37,153801,8514,,1,,126.889771823316,37.4767375086637
MA0101202412A0005061,씨유가산한솔,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103190008,1,대지,319.0,8.0,서울특별시 금천구 가산동 319-8,115453117001,서울특별시 금천구 가산디지털1로,58.0,,1154510100103190008015341,에이스한솔타워,서울특별시 금천구 가산디지털1로 58,153802,8591,,,,126.886512849851,37.4712472747658
MA0101202411A0126977,세븐일레븐여의점,,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100110011,1,대지,11.0,11.0,서울특별시 영등포구 여의도동 11-11,115603118021,서울특별시 영등포구 여의서로,43.0,,1156011000100110011031074,한서리버파크오피스텔,서울특별시 영등포구 여의서로 43,150746,7239,,2,,126.924753127873,37.5308523146473
MA0101202502A0104568,이마트24가산모비우스점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104590021,1,대지,459.0,21.0,서울특별시 금천구 가산동 459-21,115453117002,서울특별시 금천구 가산디지털2로,169.0,23.0,1154510100104590021014416,,서울특별시 금천구 가산디지털2로 169-23,153803,8504,,1,,126.87673895376,37.4822117747953
MA0101202501A0067753,지에스25S9국회의,사당역점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100010006,1,대지,1.0,6.0,서울특별시 영등포구 여의도동 1-6,115602005008,서울특별시 영등포구 국회대로,758.0,,1156011000100010006000001,지하철역사내,서울특별시 영등포구 국회대로 758,150010,7236,,,,126.917877506809,37.528063639434
MA0101202501A0038646,세븐일레븐가산용주점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100102380084,1,대지,238.0,84.0,서울특별시 금천구 가산동 238-84,115454151222,서울특별시 금천구 벚꽃로24길,14.0,,1154510100102380084018118,명칭없음,서울특별시 금천구 벚꽃로24길 14,153801,8518,,1,,126.887198856285,37.4736265977163
MA0101202411A0013226,세븐일레븐여의1호,,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100410001,1,대지,41.0,1.0,서울특별시 영등포구 여의도동 41-1,115604154066,서울특별시 영등포구 국제금융로7길,22.0,,1156011000100410001031304,,서울특별시 영등포구 국제금융로7길 22,150889,7340,,,,126.933075433431,37.5232438585187
MA0101202411A0033037,씨유가산승리점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105500009,1,대지,550.0,9.0,서울특별시 금천구 가산동 550-9,115453000026,서울특별시 금천구 디지털로,121.0,,1154510100105500009015661,에이스가산타워,서울특별시 금천구 디지털로 121,153803,8505,,1,,126.880095323367,37.4761334192738
MA0101202504A0004925,씨유순복음,드림점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100120003,1,대지,12.0,3.0,서울특별시 영등포구 여의도동 12-3,115603118025,서울특별시 영등포구 은행로,54.0,,1156011000100120003031043,,서울특별시 영등포구 은행로 54,150869,7241,,1,,126.924539267631,37.5297619666348
MA0101202503A0011948,세븐일레븐가산대륭점,,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103270032,1,대지,327.0,32.0,서울특별시 금천구 가산동 327-32,115453117002,서울특별시 금천구 가산디지털2로,14.0,,1154510100103270033000001,,서울특별시 금천구 가산디지털2로 14,153778,8592,,,,126.884254346004,37.4696773263929
MA0101202503A0026524,세븐일레븐여의도시범아파트,,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100500000,1,대지,50.0,,서울특별시 영등포구 여의도동 50,115603118001,서울특별시 영등포구 63로,45.0,,1156011000100500000031272,시범아파트,서울특별시 영등포구 63로 45,150761,7344,,1,,126.937851766413,37.5202641496011
MA0101202504A0006203,씨유가산호서대벤처,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103190000,1,대지,319.0,,서울특별시 금천구 가산동 319,115453117001,서울특별시 금천구 가산디지털1로,70.0,,1154510100103190000000001,호서대벤처타워,서울특별시 금천구 가산디지털1로 70,153711,8590,,1,,126.88611557557,37.4723100843166
MA0101202502A0112235,이마트24여의도파크점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100170000,1,대지,17.0,,서울특별시 영등포구 여의도동 17,115602118002,서울특별시 영등포구 의사당대로,38.0,,1156011000100170000031660,여의도더샵아일랜드파크,서울특별시 영등포구 의사당대로 38,150916,7236,,1,,126.91913624657,37.5253074424508
MA0101202505A0022753,씨유한강버스여의도선착장점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100850001,1,대지,85.0,1.0,서울특별시 영등포구 여의도동 85-1,115603118020,서울특별시 영등포구 여의동로,338.0,,1156011000100850001000001,한강버스여의도선착장,서울특별시 영등포구 여의동로 338,150897,7337,,,,126.935084539254,37.5284527715613
MA0101202502A0025170,씨유가산DK점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104590014,1,대지,459.0,14.0,서울특별시 금천구 가산동 459-14,115453117002,서울특별시 금천구 가산디지털2로,144.0,,1154510100104590014014467,,서울특별시 금천구 가산디지털2로 144,153803,8503,,1,,126.879431869341,37.4809531416799
MA0101202502A0045110,젠케이,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100250000,1,대지,25.0,,서울특별시 영등포구 여의도동 25,115604154064,서울특별시 영등포구 국제금융로2길,17.0,,1156011000100250000031248,,서울특별시 영등포구 국제금융로2길 17,150878,7327,,7,,126.92602695195,37.5240685763626
MA0106202301A0422337,GS25여의도IFC몰,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100230000,1,대지,23.0,,서울특별시 영등포구 여의도동 23,115603118002,서울특별시 영등포구 국제금융로,10.0,,1156011000100230000000001,,서울특별시 영등포구 국제금융로 10,150945,7326,,,,126.924883260731,37.5251850971787
MA0106202306A0361903,세븐일레븐아라호점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100850001,1,대지,85.0,1.0,서울특별시 영등포구 여의도동 85-1,115603118020,서울특별시 영등포구 여의동로,338.0,,1156011000100850001000001,,서울특별시 영등포구 여의동로 338,150897,7337,,,,126.935084539254,37.5284527715613
MA0106202302A2221408,세븐일레븐여의도공원점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100020000,1,대지,2.0,,서울특별시 영등포구 여의도동 2,115603118018,서울특별시 영등포구 여의공원로,68.0,,1156011000100020000000003,,서울특별시 영등포구 여의공원로 68,150010,7243,,,,126.92229095813,37.5268052234685
MA0106202303A2228432,GS25여의더하우스,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100170009,1,대지,17.0,9.0,서울특별시 영등포구 여의도동 17-9,115602118002,서울특별시 영등포구 의사당대로,26.0,,1156011000100170009031183,,서울특별시 영등포구 의사당대로 26,150874,7236,,,,126.918105445019,37.5265320948017
MA0106202303A2209535,세븐일레븐여의도공원점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100020000,1,대지,2.0,,서울특별시 영등포구 여의도동 2,115603118018,서울특별시 영등포구 여의공원로,68.0,,1156011000100020000000003,,서울특별시 영등포구 여의공원로 68,150010,7243,,,,126.92229095813,37.5268052234685
MA0106202509A0138737,GS25가산LG,센터점,G2,소매,G204,종합 소매,G20405,편의점,I56111,한식 일반 음식점업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104590009,1,대지,459.0,9.0,서울특별시 금천구 가산동 459-9,115453117001,서울특별시 금천구 가산디지털1로,189.0,,1154510100104590009000001,,서울특별시 금천구 가산디지털1로 189,153803,8503,,,,126.879701293748,37.4821517575096
MA0106202307A0557162,GS25가산엘리시아,,G2,소매,G204,종합 소매,G20405,편의점,G47859,그 외 기타 분류 안된 상품 전문 소매업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600069,1,대지,60.0,69.0,서울특별시 금천구 가산동 60-69,115453000026,서울특별시 금천구 디지털로,173.0,,1154510100100600069014588,,서울특별시 금천구 디지털로 173,153801,8511,,,,126.88606176696,37.4779683718496
MA0106202311A1647732,지에스GS25가산KS점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600014,1,대지,60.0,14.0,서울특별시 금천구 가산동 60-14,115454151380,서울특별시 금천구 벚꽃로36길,30.0,,1154510100100600014015748,,서울특별시 금천구 벚꽃로36길 30,153801,8511,,,,126.885107846294,37.4807425552625
MA0106202308A0556341,GS25가산엘리시아,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600069,1,대지,60.0,69.0,서울특별시 금천구 가산동 60-69,115453000026,서울특별시 금천구 디지털로,173.0,,1154510100100600069014588,,서울특별시 금천구 디지털로 173,153801,8511,,,,126.88606176696,37.4779683718496
MA0106202406A0133819,GS25가산골드타워,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450002,1,대지,345.0,2.0,서울특별시 금천구 가산동 345-2,115453117001,서울특별시 금천구 가산디지털1로,100.0,,1154510100103450002015692,,서울특별시 금천구 가산디지털1로 100,153802,8590,,,,126.884913526495,37.4747506559539
MA0106202406A2114528,지에스GS25가산테라타워,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100102190005,1,대지,219.0,5.0,서울특별시 금천구 가산동 219-5,115454151192,서울특별시 금천구 디지털로10길,78.0,,1154510100102190005016815,,서울특별시 금천구 디지털로10길 78,153801,8517,,,,126.889729831702,37.4745390065155
MA0106202406A0631712,GS25S9샛강역점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100050006,1,대지,5.0,6.0,서울특별시 영등포구 여의도동 5-6,115602118002,서울특별시 영등포구 의사당대로,166.0,,1156011000100050006000001,,서울특별시 영등포구 의사당대로 166,150913,7324,,,,126.929077081951,37.516628163941
MA0106202406A2232106,GS25S9여의도역점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100020006,1,대지,2.0,6.0,서울특별시 영등포구 여의도동 2-6,115602118002,서울특별시 영등포구 의사당대로,101.0,,1156011000100020006000001,,서울특별시 영등포구 의사당대로 101,150010,7327,,,,126.923970255956,37.5219048645257
MA0106202411A0760450,GS25가산태세라점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450025,1,대지,345.0,25.0,서울특별시 금천구 가산동 345-25,115453117002,서울특별시 금천구 가산디지털2로,46.0,,1154510100103450025015263,,서울특별시 금천구 가산디지털2로 46,153802,8589,,,,126.882712179401,37.4727302297602
MA0106202201A0123502,씨유여의도KBS점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100180000,1,대지,18.0,,서울특별시 영등포구 여의도동 18,115603118018,서울특별시 영등포구 여의공원로,13.0,,1156011000100180000031200,,서울특별시 영등포구 여의공원로 13,150790,7235,,,,126.916714572678,37.5259725010096
MA0106202201A2136213,GS25여의태흥점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100170003,1,대지,17.0,3.0,서울특별시 영등포구 여의도동 17-3,115602118002,서울특별시 영등포구 의사당대로,8.0,,1156011000100170003031045,,서울특별시 영등포구 의사당대로 8,150874,7236,,,,126.916904782729,37.5278737487068
MA0106202509A1052591,씨유마리오,아울렛점,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600020,1,대지,60.0,20.0,서울특별시 금천구 가산동 60-20,115453116013,서울특별시 금천구 벚꽃로,266.0,,1154510100100600020014060,,서울특별시 금천구 벚꽃로 266,153717,8511,,,,126.885088752551,37.4784449643288
MA0101202505A0038453,씨유BNK금융,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100230010,1,대지,23.0,10.0,서울특별시 영등포구 여의도동 23-10,115604154064,서울특별시 영등포구 국제금융로2길,24.0,,1156011000100230010037729,NK금융타워,서울특별시 영등포구 국제금융로2길 24,150734,7325,,B1,,126.924838886523,37.5243110968727
MA0106202510A1287381,GS25가산아스크,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600009,1,대지,60.0,9.0,서울특별시 금천구 가산동 60-9,115454151192,서울특별시 금천구 디지털로10길,37.0,,1154510100100600009015747,,서울특별시 금천구 디지털로10길 37,153801,8514,,,,126.889771823316,37.4767375086637
MA0106202510A0993435,씨유여의동산점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100410002,1,대지,41.0,2.0,서울특별시 영등포구 여의도동 41-2,115603118028,서울특별시 영등포구 여의대방로,417.0,,1156011000100410002031425,,서울특별시 영등포구 여의대방로 417,150889,7340,,,,126.934321723502,37.521055121863
MA0106202510A0807485,씨유가산원룸점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101470007,1,대지,147.0,7.0,서울특별시 금천구 가산동 147-7,115454151284,서울특별시 금천구 시흥대로153길,42.0,,1154510100101470007018202,,서울특별시 금천구 시흥대로153길 42,153801,8529,,,,126.896090926089,37.4772027494222
MA0106202510A2378731,세븐일레븐여의,태영점,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100100002,1,대지,10.0,2.0,서울특별시 영등포구 여의도동 10-2,115603118018,서울특별시 영등포구 여의공원로,111.0,,1156011000100100004000001,,서울특별시 영등포구 여의공원로 111,150777,7241,,,,126.925772406281,37.5297897781576
MA0106202511A2471341,세븐일레븐금천,에이스점,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100106600000,1,대지,660.0,,서울특별시 금천구 가산동 660,115453117001,서울특별시 금천구 가산디지털1로,30.0,,1154510100106600000017241,,서울특별시 금천구 가산디지털1로 30,153803,8591,,,,126.887500023525,37.4687974708553
MA0106202511A2327686,세븐일레븐가산어반워크점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104520001,1,대지,452.0,1.0,서울특별시 금천구 가산동 452-1,115453117002,서울특별시 금천구 가산디지털2로,143.0,,1154510100104520001000002,,서울특별시 금천구 가산디지털2로 143,153803,8504,,,,126.8777817121,37.4806270832061
MA0106202509A1689304,GS25가산KM,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105500007,1,대지,550.0,7.0,서울특별시 금천구 가산동 550-7,115453117002,서울특별시 금천구 가산디지털2로,95.0,,1154510100105500007015790,,서울특별시 금천구 가산디지털2로 95,153803,8505,,,,126.879868682947,37.4764665624822
